text,negative_yn_self,distortion_yn,magnitude,distortion_category,negative_yn.y,thoughtcat,userid,Positive,Negative
"Salve! am off for bit to make Cheesy Broccoli Soup (or as the kids call it, Cheesy Tree Soup). spent little too long on Latin today but it would be nice to string all the words know into some sort of phrase that makes sense. Vale.",1,2,2,,mixed,2,b86eb14612969b2df48c2863c32c2899,2,-2
Sam is hosting a barn raising and needs some friends to lend a hand!Sam is trying to build a bigger Chicken Coop and they still need the help of 2 more friend(s)!,2,2,,,yes,1,b2a89377dd5345b6690ba62f4ecca84e,3,-1
"Sammy's Party today, cleaning, possibly hanging out with Isis, Hanging out with Daisy. Hell of day!!!! :) Wish could say goodbye, but it would only hurt more. Peace. <",2,2,,,yes,1,37dc41c2fb88c226997850730b7fee11,3,-1
"saw funny people yesterday. It was crude, and they dropped an F-bomb every two words. My type of movie.",2,2,,,yes,1,8c393982479748c5a53acaa7a3717c71,2,-3
"Say what you want and be who you are, because those who mind don't matter and those who matter don't mind. - Dr Seuss",1,2,1,,no,NA,0c5d06511ef79fba34da417e8c751fff,2,-2
SCOOOORE!! Someone dropped out of the full Drawing class wanted and got in!! Now my schedule effin' RULES! wOoT!,1,1,2,overgeneralization,yes,1,b6ea475ea79a0bea100517cb4103f3e6,1,-1
Sees change brewing. The only question thats stands is whether is will be good or bad or little of both.,2,2,,,yes,1,55a72284594fdda49b22a6610b9b91d6,4,-1
Sewing fail: whilst sewing up ripped seam in my (wonderful) coat things were going in an acceptable fashion. Then accidentally sewed my thumb to my coat... -.-,2,2,,,mixed,2,7f1e19cf6c828b2b6a6953fa127a0351,3,-2
"She finally drank her pain away little at time, but she never could get drunk enough to get him off her mind until the night she put that bottle to her head and pulled the trigger...",1,2,2,,yes,1,71469de066cfab67bc4463ef1a74ba25,3,-3
"She's got eyes that let all of me in. face colored rose that i love to read, She makes me feel as deadly as sin.",1,1,4,catastrophizing ,yes,1,82e932005d8c94bb93bcb54fa19f421c,1,-4
"Shh quiet, you might piss somebody off, Like me motherfucker, you've been at it for too long, While you feed off others' insecurity, You stand in front of me and bite the hand that feeds - x",2,2,,,yes,1,9963eb029cd100ade5c37f057b7b13e9,3,-2
"Should it all come crashing down, around, yeah. Would you be there should stumble and fall, and pick up the pieces. For, forget about the shit that we've been through.. wanna stay here forever and always.",1,2,3,,yes,1,216924ec52555944d3d64c52390b359f,2,-4
Shrek Forever After has the best soundtrack! Awesome movie! :) have the best friend//boyfriend in the whole universe! He makes everyday wonderful!,2,2,,,no,NA,968157017daec34ee86050fe9bd72293,1,-3
"Silence propagates itself, and the longer talk has been suspended, the more difficult it is to find anything to say. - Samuel Johnson",2,2,,,yes,1,c0289bdb4cd4eda90653b2c84af61e03,5,-1
"Since the Vancouver Olympics, i've caught myself humming the Canadian national anthem many, many times. like just now.",2,2,,,no,NA,938a5bb332c15ab321ce4c567d31d6a4,1,-2
"since we've been wrong, I've been part awake, since we've been wrong, you will never, ever know me. What took you so long?",2,2,,,no,NA,dae3acaecfdf0a87fc17a7b6684a0932,2,-1
Sitting in the cafe trying to remember algebra...and kind of hoping certain slacker doesn't get away with not doing damn thing this time around.,2,2,,,no,NA,77ad12a1c7a2a2ef6c16f9b053b8b9bc,1,-2
Smally smalls is starting to shake with computer withdrawal best let him get back to it before he foams at the mouth!,2,2,,,yes,1,4764518d32334248e6ebbf681a18fd0c,2,-2
So ... sneak into your window while you're sleeping ... invade your mind and rape your dreams ... Tell me ... How does that make you *feel*?,2,2,,,yes,1,2549774d68d7ccbcba069afb45c7e237,3,-2
So amazed @ how great the new year has started ... But it's already the rd really? feel like if blink it will be don't want this year to go by as quick as did but can already tell it's going to be heck of lot better.,1,2,2,,yes,1,b0e2b88d357007e73e1f12f3029a48eb,1,-4
"So apparently when say /Dang It/"" *edited for friends benefit* on Black Ops sound like something off of south park and it's funny....and cute <_< FML lol""",2,2,,,no,NA,009d96a823b6f6c085c092fb177491f6,3,-1
so come to find out there are few people that aren't happy with me and certain someone hanging out lately. FYI its nobodies business what we do. were happy and having good time and were not doing anything stupid. so quit the drama that's why i stopped hanging out at places like waffle house in the first place. thx bye.,2,2,,,no,NA,8c393982479748c5a53acaa7a3717c71,2,-1
So exhausted from these past weeks. All the worrying and waiting made me so tired. I'm so glad Mummy is doing so much better but miss her so much! hope things go well at the doctor's for Brandon tomorrow and maybe he won't need surgery! Gonna try to get good night's sleep before work tomorrow! It's so nice to be back to my Bethany < already miss Brandon though!,1,1,4,mind-reading,yes,1,d20ad22d61822231f4d3c005942351b1,3,-3
So exhausted from these past weeks. All the worrying and waiting made me so tired. I'm so glad Mummy is doing so much better but miss her so much! hope things go well at the doctor's for Brandon tomorrow and maybe he won't need surgery! Gonna try to get good night's sleep before work tomorrow! It's so nice to be back to my Bethany < already miss Brandon though!,1,2,3,,yes,1,c0289bdb4cd4eda90653b2c84af61e03,4,-4
"So far my top choices for new car are the Mazda , Scion tc, Toyota corolla, or Honda Civic. Which one which one?",1,2,3,,yes,1,c0289bdb4cd4eda90653b2c84af61e03,4,-4
So girls night out was okay the drinks were alright although couldn't have to many of them. The higlights were seeing Veronica & Yazaira must repeat sometime. Now its am and I'm up and getting ready for work today doing an expo so we're out of the office still the bed did feel quite good well maybe later right ...,2,2,,,yes,1,61e7f6145fd03d709cabbde3faf33412,1,-1
So i figured out black ops has side effect.....i slept two hours then didn't wake up for school.....GAH. fail....,2,2,,,no,NA,009d96a823b6f6c085c092fb177491f6,3,-1
"so i know what should NOT be doing! trying to make role playing game based on my book. ...but totally should be. But no, shouldn't be. Is this due to DnD withdrawal? AND lack-of-working-on-my-book-series withdrawal? Probably.",1,2,2,,yes,1,8c393982479748c5a53acaa7a3717c71,1,-3
so i started this ap essay at around . it`s and i have paragraph and half done. why doesn`t this sound right.,2,2,,,yes,1,55a72284594fdda49b22a6610b9b91d6,2,-2
so last night's trueblook was pretty good...a lot of shit came out and the kiss between Eric and Sookie was hot...cant wait for the last episodes!,1,2,1,,yes,1,b0acac95493fc438ce56372eebde2b0e,1,-1
"So Ps. Ian Woods was pretty epic in the /Dad's Life/"" video clip... I'll share it as soon as it's up on Vimeo...""",2,2,,,yes,1,aed86a3085a364f5484679649f064467,3,-3
"So really want to watch Tim Burton's Batman tonight, but want to watch it with someone. feel lonely :( hahaha! No, it's not that bad! But seriously, text or I.M. me kay? :)",2,2,,,no,NA,d5380466e18422d7b2c2d54d57cbbde2,3,-1
"So scared of breaking it that you won't let it bend And wrote two hundred letters will never send Sometimes these cuts are so much deeper than they seem You'd rather cover up, I'd rather let them be So Let me be, and I'll set you free.",2,2,,,no,NA,6262f9ea246e00408561aa9a73c49175,2,-4
"So textbook shopping was, in word, unsuccessful. Hope don't need any of them tomorrow. am now going to commemorate my last day of freedom with few hours of Guitar Hero. :D",1,2,2,,no,NA,db7f1b0130b2138e13b7bbca9cc63823,1,-4
"So two wrecks that caused minute trip to be an hour and ten minutes long which resulted in two NDEs, one headache, and one missed class later, am at school. What morning. need coffee.",1,2,3,,yes,1,cea00424ced413c108d878b1a14f3316,3,-3
"so unless completely failed my CSC final have B in PASS , D in math, D in Econ ... Which means completely passed my semester :) (hasn't happened in while)",2,2,,,yes,1,cea00424ced413c108d878b1a14f3316,1,-2
"So what about infatuation? That's when you think of someone all the time, you go out of your way to be around him//her, and you begin to center your priorities around him//her as well. There is history with this person: Maybe short history, but maybe quite while. You both enjoy being together. You both daydream about each other",2,2,,,yes,1,0d4a51e22f36151b2e435ce3fd4eb6f9,2,-4
So woke up at : to the realization that there was huge bee in my room..... still can't figure out how bugs get in there.....,2,2,,,no,NA,db7f1b0130b2138e13b7bbca9cc63823,3,-1
So y'know how it seems my class can't get through lab without something going wrong. The lab group two stations down and one across from us managed to break their Buchner funnel and water went everywhere. thought it was just water...I just found holes that something burned through my shirt.,2,2,,,no,NA,b4a7ca4e53a9899c4656ca8a2b1b12aa,1,-1
"So, i needed milk. On my way home from fencing tonight i stopped by Walgreens to get gal. figured while i was in there i'd grab an A&W root beer, but it was out of stock. So i decided to get small bottle of chocolate milk, and as i'm reaching for it grandmotherly black woman comes around the corner and says /I think this[!] is what you're looking for/"" indicating half-gal of chocolate milk.""",1,2,2,,yes,1,cea00424ced413c108d878b1a14f3316,1,-2
"So, it seems to me that in some Balkan countries it is still so more important (as has always been) one to have great muscles then great brain and hearth! Totaly disappointing! :(",2,2,,,yes,1,ee3c3dd296d5870bb0559c70d4096402,2,-2
"So, was having some weird symptoms, like breaking out with random RWJ quotes, having the insane urge to kill mice, and being paranoid about my bathroom cleaner. decided to go to the doctor, and it's true! have SQUAIDS!!!!!",1,2,2,,yes,1,67f1bddbdb60c7f4a82c9ae9e88d4e28,4,-4
"SO! anyone remember that trip took to Europe like AGES ago? weeeelll, i decided to be good little tourist and finally uploaded pics! there are loads more, but my computer is being retarded. But why not take gander my friends?(:",1,1,3,emotional reasoning,yes,1,82e932005d8c94bb93bcb54fa19f421c,3,-3
So. Guess not working nd shift. Going to be at the clinic to help out. Woohoo. Haha and get payer nd shift salary.,2,2,,,yes,1,6262f9ea246e00408561aa9a73c49175,4,-2
"So. went on ship and spent day in Mexico and ate seafood in New Orleans. It all was quite nice. Now, come back to St. Louis, and what's the first thing to happen? get cold. There seems to be small problem here.",2,2,,,no,NA,c70b15854118907c8f0a234e2ba44bbc,2,-4
"So.....I hear there was going to be bad weather tomorrow. Eh oh well I'll still go, the problem is would need someone to take me with them <_< Anyone? lol You would have to sign me in :// I'd be in sandy at the time because of school D:",2,2,,,yes,1,d177a27cdcf11df2e6e09de9620e9c5e,3,-2
Some good sure did come from all this bad. have much better understanding of some things now. -pOOfkAt,2,2,,,yes,1,8c393982479748c5a53acaa7a3717c71,2,-2
"Some people like to complicate life, but prefer it simple. The wind hitting your face, music traveling through your ears, that feeling when you take real nice shit and theres almost nothing on the toilet paper when you wipe. That's life. Its not accomplishments, but experiences. It's good times, great memories; not GPAs and GEDs. Long story short, I'm going to start selling heroin. Shh, don't tell anyone.",2,2,,,yes,1,17938acf2d8d382eac91a3072bcae8b5,2,-2
"Some see prisoner alone before his judge with no one to defend him. Some see victim beaten and abused with all the world against him. Some see martyr carrying his cross for what he believes. Some see hero who set his people free. But see love. see love, light of Heaven breaking through. see grace. see God's face shining pure and perfect love when see You.",2,2,,,yes,1,d5e8a963a3a0a885e1050d89f6ddd476,3,-3
Somehow let myself go from revising my novel to reading about revising novels. think that's been going on for weeks now.,2,2,,,yes,2,cea00424ced413c108d878b1a14f3316,4,-4
"Sometimes wish it was all dream, that could wake up and just be years old again. Ahh, that would be nice indeed.",2,2,,,yes,1,0e3fdb89c7706b13891170ab2a9017c7,1,-1
"Sometimes wish my life was katamari. could roll up everything that makes me happy, and make one big beautiful star. c:",2,2,,,yes,1,e6ed9de01fb655f94a17529d7d67cfeb,3,-1
"sometimes, i think i was born backwards. you know, came out my mom the wrong way. i heard words go past me backwards. the people i should love, i hate..",1,2,1,,yes,1,2fba0f9dccc84f3516d8b553426af527,3,-1
"Sorry I'm never on. I've been busy like you wouldn't believe. D: I've always hated Facebook, and nobody really talks to me anyway. So guess it kinda works out for everyone, hm~? c:",1,1,,regret orientation ,yes,1,3aac76fd5c5b0115f67dfcfe3850cf7c,2,-4
"Spending christmas with my aunt, cousins and grandma...in baking mode. Best wishes to all for the holidays .",1,2,2,,yes,1,2fba0f9dccc84f3516d8b553426af527,2,-4
"spent the evening helping Eric clean the garage, because he spent an hour replacing the rotors on the Civic. Soon there will be space in the garage to park car!",2,2,,,no,NA,009d96a823b6f6c085c092fb177491f6,2,-1
"Star Wars: The Force Unleashed II is next. Also looking forward to playing Beyond Good & Evil on Xbox Live Arcade(never got chance to play it on GameCube), and Dragon Age II isn't too far away.",2,2,,,yes,1,0e3fdb89c7706b13891170ab2a9017c7,2,-1
Starting tom... wla muna facebook til HIS resurrection... grabe maaga kmi tom sa cathedral.... Chrism mass ksi eh....,2,2,,,yes,1,c09f6695e155f4eda37e853b52e34de7,2,-1
Status: lazy. Subject refuses to do homework or any ripe of work. He is seriously going to throw everything out the window. Diagnosis: extreme laziness.,2,2,,,no,NA,8efebbff1c7831780078e8d590daf08b,1,-2
"Still remember about the // incident ? Well, try this. Open up Microsoft words. Type in NY. (Q NY is the flight that crashed into the twin tower.) Highlight it and change your font size to . Then change your font to Wingdings. You'll be surprised ;)",1,2,2,,yes,1,0724fe854bd455061ba84efecdeff469,1,-2
"Still trying to think of Halloween ideas. :( Trying to get Kevin to go as Batman or House. Josh as slave, dog, or male prostitute. Sydney as Black Jesus or terrorist. Me as.... don't know. So far, we thought of school girl, teacher, Josh's pimp, or Kevin & both dress as opposite gender. don't remember trick-or-treating, but mom said did about times. So, want to make this Halloween memorable.",2,2,,,yes,1,2a9b90b41e9399bb331fef2582f657c3,1,-1
"Stopping the dream journal, because I'm % sure about few things. . My dreams are pain in the butt. Even for me! . Most dreams consist of memories within recent, or long time ago. . My dreams happen whenever the heck they want, so shouldn't bother with them. :p think I've had them more often since the journal, though. ://",2,2,,,no,NA,98bcd7e7d81d569867b11f4c99f61d78,2,-3
Stressed out due to Kevin's mom attempting to fuck us over. hope we can make enough for an apartment soon.,2,2,,,no,NA,74dbe25adb304907217314e9e1a61037,2,-4
"stupid drivers complait # = if the speed limit says , then i am going to drive at - so back off my bumper! and if didn't notice the sign telling the speed limit then learn to read or get off the road!!!",1,2,3,,yes,1,98bcd7e7d81d569867b11f4c99f61d78,3,-3
"sub first period again, seriously ? i'm just not gonna go to first period tomorrow ; more sleep for me.",1,2,3,,yes,1,f94ef75532e74a0a750e9345d02889ab,2,-4
such nostalgic feeling seeing myself all throughout my pics.... its funny thinking that the world is changing or is it me.... walking through memory lane is really something ay hehe,2,2,,,no,NA,b0acac95493fc438ce56372eebde2b0e,1,-1
"suspects he may well have the best wedding dress, but needs to crack few ribs in order to fit it properly, or make pannel for the back",2,2,,,yes,2,1b46b323430f9d5a037d2e380b1dde48,2,-1
Suuuuuuushi! Cocktails! Then hi @ braai!! Any live music can fit in somewhere? Only way Wednesday eve could be cooler...,2,2,,,yes,1,2549774d68d7ccbcba069afb45c7e237,2,-1
"Take home final..done! Just one more final tomorrow afternoon and then am dooonnee with school work..woohooo!! Graduation, here come :)",2,2,,,no,NA,9138a4af7fa7a5c5bf363d867ff6c56c,3,-1
"Tea with toast and jam, anyone? ...Someone got peanut butter in my jelly. How awfully depressing that makes things...",2,2,,,yes,1,66495ec54feb9e2399db05a67a80f2c6,2,-1
Team India has achieved superb victory. Haven't stopped smiling. I'm feeling on top of world!!!! Bleeding Blue :),2,2,,,yes,1,6bbc96794b1de1d531ad1168dd4da8a8,1,-5
"Thank you to my in-laws for taking the kids out with them so we could enjoy our dinner, which was delicious by the way ;) Hope everyone had good V-Day ;)",2,2,,,yes,1,98402a19f626c91d1795df7446906795,3,-1
"Thanks everyone, Thanks to my dad ive got bottles of Absinthe, so im just debating whether to put some in my coffee, % proof coffee haha",2,2,,,yes,1,29cda473b52e1c75fbfe958ed3aec565,3,-1
"Thanks for all of the birthday wishes! wasn't having great day at work, but got home to find Becky had baked my favorite cherry chip birthday cake and everyone sang to me-I was very happy~ :D",2,2,,,no,NA,a00339d3cd4071e4c1fbcccb7beb0f6c,2,-1
"thanks to the NS Power linesmen that are out in this storm restoring power, we really apprecaite all that you do!!! Powers back and can now smell that deer steak as it finishes cooking.....gonna be yummy!!!",2,2,,,no,NA,142635bd7f9ed8e4d8c292fa6ccd9aa4,3,-1
"Thanksgiving: time for relatives, close and distant, to make fun of each other's lives and get drunk and laugh at the stupid shit we do.",2,2,,,yes,1,dcbe08425f5edef5e5c1053f21e83640,3,-2
The awkward moment when you're getting Mullerice out of the fridge and you accidentally knock pot of sour cream which proceeds to spill all over the floor. :\,2,2,,,no,NA,61e7f6145fd03d709cabbde3faf33412,2,-4
the best part is i get to miss the first two periods of school tomorrow!!! yay no geo and bio!!! especially bio :D,1,2,2,,yes,1,eaeabcfe25866f0455d349bae2450d88,1,-2
The difference between the right word and the almost right word is the difference between lightning and lightning bug. - Mark Twain,2,2,,,yes,1,b57dcbe1b484eb302cb9da59bf83f6a2,3,-2
The fact that my parents are talking to their friends on the back porch isn't helping my falling asleep on the couch that has been my bed for three days...,2,2,,,yes,1,938a5bb332c15ab321ce4c567d31d6a4,1,-2
The fact that my parents are talking to their friends on the back porch isn't helping my falling asleep on the couch that has been my bed for three days...,1,2,3,,yes,1,5f86969fe97dd82aba8a683fe7ce6460,2,-1
"The first thunder heard sounded like it broke my neighbor's window or something. Actually, scratch that; it sounded like it broke my window.",1,2,3,,yes,1,5f86969fe97dd82aba8a683fe7ce6460,2,-1
"The Girl Who Played with Fire, not bad movie.. Quite full on though, like the previous movie /The Girl with the Dragon Tattoo/""..""",1,2,2,,yes,1,d177a27cdcf11df2e6e09de9620e9c5e,2,-3
"The hallowed lands so far behind, as fleeting dreams still linger. Like distant voices through the rain like grains of sand cast from my hands",2,2,,,yes,1,216924ec52555944d3d64c52390b359f,2,-1
The kids next door challenged me to water balloon fight?? I?'m just updating my status while wait for the kettle to boil.,2,2,,,yes,1,968157017daec34ee86050fe9bd72293,2,-2
The line it is drawn The curse it is cast The slow one now Will later be fast As the present now Will later be past The order is Rapidly fadin'. And the first one now Will later be last For the times they are a-changin'.,2,2,,,yes,1,6262f9ea246e00408561aa9a73c49175,1,-3
"The majority of the people that call for the Haiti telethon only want to talk to Robert Pattinson, Taylor Lautner, and Brad Pitt. lulz",2,2,,,yes,1,beeb68b947eaec4a55a9d8d20a7c5b52,1,-2
"The man who insists on seeing with perfect clearness before he decides, never decides. Henri-Fr??d??ric Amiel",2,2,,,yes,1,4ea019612f27c228477336e385f05dfb,1,-1
"The melancholic eyes of traitor. Looking down, avoidning reality's gaze. Heavy fog around glassy stares. Blank but longing looks out the window. Waiting patiently...<",1,2,2,,yes,1,cfb021cfbff46ffdb75c7dcafe7c2087,3,-1
The present is the only time that any of us have to be alive - to know anything - to percieve - to learn - to act - to change - to heal (Jon Kabat-Zinn),1,2,1,,yes,1,05a1a1b67e3d7a923f9d0ee5502757c0,1,-4
"the stone that sits on the very top of the mountain's mighty face, does he think he's more important than the stones that form the base?",2,2,,,yes,1,2549774d68d7ccbcba069afb45c7e237,1,-1
"The storm is his vessel... The strikes of lightning as stripes he took upon himself so that we may be healed, The thunder his voice declaring /It is finished/"" The rain falling clear as his blood is pure and the Strong Wind is his Holy Spirit sent out to us.""",2,2,,,yes,1,9bd3d999748564c9418bdb17de9561a5,1,-1
The Strangers is on so decided to mute it and play Beethovens Moonlight Sonata and it's way too eerie and intense,2,2,,,no,NA,b15cf300b5693210682e36cfe5f9789b,1,-2
"The world is vampire, sent to drain. Secret destroyers, hold you up to the flames. And what do get for my pain? Betrayed desires, and piece of the game.",2,2,,,yes,1,478b92a554c6ef2c8c9a4bfba3a9886b,1,-1
"The worst feeling in the world is when your in the middle of dream, dont have to wake up yet but someone decides to bang on your door and wake you anyway for something unnecessary >_< want my dream back you theif !",1,2,3,,yes,2,6262f9ea246e00408561aa9a73c49175,1,-4
The youth group at Calvary for Fine Arts or something forced me into chicken dinner sweat shop thinking was one of thier kids......it took them two hours to realize didn't belong,1,2,3,,yes,1,009d96a823b6f6c085c092fb177491f6,1,-4
"There are times when cant decide whether to see you or not, want to see you because miss you, but there are times when dont want to see you because everytime do, the fact that you dont see me the way that see you hurts me even more ...",2,2,,,yes,1,5c31d7d80e78643cd5289acec0561d77,1,-1
"There is love in your body, but you can't get it out; it gets stuck in your head, won't come out of your mouth. It sticks to your tongue and it shows on your face that the sweetest of words have the bitterest taste.",1,2,4,,yes,2,3ac58ad39d81acfe169aadc4815effe6,2,-3
"there is word that's like you, because it can be noun, verb, an exclamation or the thing that say when something is unbelievable when i am not able to believe, how unbelievably, unbelievable that you believe that you could not be leavable that's when have to say WOW",1,2,2,,yes,1,dc20f5b91f427d65c9fdbab6d45c8bc2,3,-2
There's hole in my gums at the back of my mouth and can taste blood :// Why do wisdom teeth have to hurt ><,2,2,,,yes,1,8203a6773a849317241320a1f58ff9c7,3,-2
"There's site called spokeo.com. It's new online USA phone book w//personal info. Everything from pics you've posted on FB or the web, your approx credit score, photos of your home, etc. Remove yourself by searching your name, copy the URL of your page, then go to the bottom of the page and click on the Privacy button to remove your...self. Re-post so your FB friends are aware Thanks, Mark, for the info.See More",2,2,,,yes,1,216924ec52555944d3d64c52390b359f,1,-3
"Things are looking up! :D Went to the Job Centre for Job Seekers Allowance and they suggested I apply for a position in the Job Centre itself. :P Good money, that is. They're paid a lot!",2,2,,,yes,1,9f67231b558a8e1bf07dfcc5a1aa469c,2,-1
Think of someone you know or love who has MS. My prayer is that in cure will be found. Will you post it? Just one hour. Do it for all of us. There are too many to mention who have fought and are fighting it. hope to see this in the status of all my friends.,2,2,,,no,NA,63cfe619eb1a1ffb8f40a45571d6915c,2,-1
Third time watching the Prisoner of Azkaban this week... feel special. It is by far the best Harry Potter book and movie.,2,2,,,yes,1,c125b54a3d0931c9088487082c8dcb3a,3,-3
This gives to Fawful the sadness like delectable turkey sandwich that is missing the delightful mayo of tastiness.,2,2,,,yes,1,b6f1257ff213585723c66e253d2b92f7,2,-1
This is strange. The first few days of summer have gone by slowly but they haven't been boring either -I like this!,2,2,,,yes,1,2fba0f9dccc84f3516d8b553426af527,3,-4
"This long weekend is likely to be uneventful, if you want me to do somthing this weekend would be good time, not that i expect anything but there you go...",2,2,,,no,NA,d3582916ef22700cebb70f5cdedc1da9,3,-2
This Providence. The Scene Aesthetic. Relient K. @Carolina Barros @Pan Zheng Free concert. Four hours. My feet hurt now. XP,2,2,,,no,NA,4d7ae0617845c6b30eb85b55a991f4c5,3,-1
"This week we remember all the babies that were born sleeping or we carried but never met, or held but could not take home. make this ur profile status if you have or know someone who has lost suffered the loss of baby,majority wont do it, because unlike cancer, baby loss is still a......taboo subject break the silence in memory of all the angels",2,2,,,yes,1,7959e48a5c9869a5eb172935f082daa4,2,-3
"This weekend was such needed rest. feel so much better having the first week of school over with. The semester has begun, and my pace for the semester set. Wait what?! School on Labor day? Blasphemy! Luckily i only have class on Mondays, no biggie. :P",2,2,,,yes,1,4d5c4fd8a061482732fc1d2526839e25,2,-4
"This'll be the last post Kamek and Fawful will be posting for week. We shall be heading off in the wee hours of the morning. We've got long road ahead of us, fellas. I'm hoping we can find some Wi-Fi to tap into with my brother's iPod touch every few days or so, that way I'm not -too- out of the loop. Love you all, and I'll miss you~ <",2,2,,,no,NA,ee3c3dd296d5870bb0559c70d4096402,3,-1
"Thoughts free flow try to consume myself in this, I'm not faithless. Just paranoid of getting lost or that might lose. Ignorance is bliss, cherish it. Pretty neighborhoods, you learn too much to hold, Believe it not. And fight the tears With pretty smiles and lies about the times...",2,2,,,yes,1,2fba0f9dccc84f3516d8b553426af52,3,-2
three more sleeps til Thursday - the new Friday and two weeks - yes you heard it right TWO weeks leave - woo hoo!,1,2,2,,yes,1,3ac58ad39d81acfe169aadc4815effe6,5,-4
Thus starts another era of greatness. Those who choice to stand in the way of greatness will be vanquished like the enemies of the past.,2,2,,,no,NA,7e450a79b8bacd420727a5dd9305f8d8,2,-1
"Time with really important friends, Alice in Wonderland, posh pizza, sleepover, extra time with boys, this week is cooking on gas",2,2,,,no,NA,4b026d0d25fb64aeb2d3882edecbbfc2,3,-2
"Time's gonna pass you by faster than you can notice. Don't think that you can sit and look back at things that you missed. We've got to take it step by step before it all flies by. And even if it's hard to cope, we gotta give it try. We gotta hope, we gotta love, cuz without it life is tough. Keep your face in the light and tomorrow will surely be beautiful sight.",2,2,,,yes,1,2549774d68d7ccbcba069afb45c7e237,2,-1
tis' the season to be jollyfa la la la la la la la latis' the season...to..be nut case!! ha ha ha ha ha ha ha ha ha,2,2,,,no,NA,3e6f69fc89da71e8237c717ac218677b,3,-2
tis' the season to be jollyfa la la la la la la la latis' the season...to..be nut case!! ha ha ha ha ha ha ha ha ha,2,2,,,no,NA,dba59aed04c6759a955a37f021e45bb7,3,-1
to all of my friends(??`*?-.??Your label says: made in Heaven~ cos you're an Angel... Only handwash~ cos you're fragile...Cold iron~ we don't wanna burn you're wings & Handle with care~ cos you're limited edition!!! Pass this to all those Angel's who have given you their time... support... friendship... help and made ......you laugh when you tho...ught there was little to laugh at as these are your true friends??.?-*????),2,2,,,no,NA,dba59aed04c6759a955a37f021e45bb7,3,-1
"To all you Singers who are going to be having blast in NYC; Be good. And if you can't be good, be safe.",2,2,,,yes,1,dcbe08425f5edef5e5c1053f21e83640,3,-2
"To kick start the weekend, got food poisoning! :( ... have my suspicion for that ramen served by that overly friendly woman or those mall samples left out in the open and the list goes on...",1,2,2,,yes,1,a060ba39cf74d8b9f97354e3f83df67a,3,-1
"To kill man in paroxysm of passion is understandable, but to have him killed by someone else after calm and serious meditation and on the pretext of duty honourably discharged is incomprehensible. - Marquis de Sade",1,2,4,,yes,1,7a34c9c7e776fbf964d6da8a5c191557,2,-4
Today has been the definition of AWESOME. Just one more thing and it has the potential of being perfect! Anybody care to take whack at what I'm thinking?,1,2,2,,yes,1,8203a6773a849317241320a1f58ff9c7,3,-4
"today has gone quite well indeed, income tax refund, sucessful ikea trip, christmas tree aquired, necter points in ...",2,2,,,yes,1,802ee999690da0796de8f001fd30c658,4,-2
Today is Friday-Doing nothing. Tomorrow is Saturday-Art. Beach trip postponed. D: Sunday-Do nothing... think. Monday-Prospective Officer meeting... AT AM//realize we have other homework. Tuesday-SCHOOL. oTT.TTo,2,2,,,no,NA,2549774d68d7ccbcba069afb45c7e237,1,-2
"today was great.nice hike and chad ischiling with his uncle and ousini think. i hope heshaving greattime. chilling with my cousins, danielle sommer, lacy swain and joe joe.plus my aunt cindy",2,2,,,no,NA,2a9b90b41e9399bb331fef2582f657c3,1,-2
"Today's scientists have substituted mathematics for experiments, and they wander off through equation after equation, and eventually build structure which has no relation to reality./ -- Nikola Tesla""",2,2,,,no,NA,b5e0570319ccd1001134bb7060a676cf,3,-1
"Tom Costain win, It was your fault not mine, you really fucked it up this time, didn't mind dear didn't mind.",2,2,,,yes,1,938a5bb332c15ab321ce4c567d31d6a4,1,-1
tomorrow would be great if my teachers didn't all decide to ruin the day and have all their tests tomorrow,2,2,,,yes,1,5fcf46eb6809a240af3ab9bcb4f2b92f,2,-4
Tony: Classified? What do you got in there? Aliens? Big Foot? Ark of the Covenant? That only leaves one thing. *Tony and Zeva look at each other* Both: Unicorn.,1,2,3,,yes,1,dae3acaecfdf0a87fc17a7b6684a0932,3,-2
too many bloody earthquakes these days & it's freaking me out! i hope our techtonic plates don't get TOO out of hand....especially near mt. rainer EEEK!,2,2,,,no,NA,6262f9ea246e00408561aa9a73c49175,1,-1
Took me fifty minutes to do my math homework.... really hate math. At least another more days of school left... Days of math... Great.,1,2,2,,yes,1,5cb87ba2d48f5de9b907567fb9fb5317,3,-3
Took me fifty minutes to do my math homework.... really hate math. At least another more days of school left... Days of math... Great.,1,2,4,,yes,1,b6f1257ff213585723c66e253d2b92f7,3,-5
"Trivium was awesome, also to be fair need to go to Koko on Wed it looks awesome. P.S. Happy St Pantricks Day.",1,2,4,,yes,1,b6f1257ff213585723c66e253d2b92f7,3,-5
"True friends can go long periods of time without speaking & never question their friendship & pick up like they just spoke yesterday, regardless of how long it has been........REPOST if you are lucky enough to have at least one.",2,2,,,yes,1,4b026d0d25fb64aeb2d3882edecbbfc2,4,-1
"Trust in the LORD with all your heart and lean not on your own understanding; in all your ways acknowledge him, and he will direct your paths. Proverbs , -",1,1,1,overgeneralization/all-or-nothing,yes,1,673624376cb47f14958e55c55d15f85c,2,-2
trust the bus i jump on tae be part route and leave me stranded at eastfield! god bless taxi drivers <3,2,2,,,yes,1,938a5bb332c15ab321ce4c567d31d6a4,1,-1
