text,userid,negative_yn_self,distortion_yn,quote,magnitude,distortion.category,negative_yn.y,Positive,Negative
": Everything is so still outside today. It's unnerving, like something's waiting around the corner...",39b2af957c2488970cb89c161b6bf94e,1,1,,3,emotional reasoning,yes,2,-1
": After hours of sleep and getting my head around mind fuck of an experiment, don't really have anything to lose for the rest of the day!",39b2af957c2488970cb89c161b6bf94e,1,2,,1,,yes,1,-4
: this practical is pointless... no one knows what they are doing and the lecturer doesn't make sense!,39b2af957c2488970cb89c161b6bf94e,1,2,,3,,yes,2,-2
": /Independent variables often get lonely and want to have friends/""...*giggle*.../""Scientists are obliging individuals and often put second independent variable into their designs to keep the others company/""...*silence",39b2af957c2488970cb89c161b6bf94e,2,2,,NA,,yes,3,-2
": found some shoes in the play park! They're so cute, and are forming part of my shoot for the day :D",39b2af957c2488970cb89c161b6bf94e,2,2,,NA,,yes,2,-2
": had lovely meal with Faseeha Hussain and Sarah Pearce, and an additional surprise of seeing Rima Gehlot and Elvina Christopher!! Great to see you :D xx",39b2af957c2488970cb89c161b6bf94e,2,2,,NA,,no,3,-1
": I've seen angels fall from blinding heights, but you yourself are nothing so divine. Just next in line",39b2af957c2488970cb89c161b6bf94e,2,2,,NA,,yes,2,-2
: it isn't everyday that you get to have conversation with pirate and prophet- come- catholic- come- nun :),39b2af957c2488970cb89c161b6bf94e,2,2,,NA,,no,2,-1
": oh bed... oh warm, loving and comfortable bed... shall one day write you sonnet but not now, want to sleep ??)",39b2af957c2488970cb89c161b6bf94e,2,2,,NA,,yes,4,-1
": should really start going to my lectures or not walking out half way through, however seeing kingfisher really made my day :)",39b2af957c2488970cb89c161b6bf94e,2,2,,NA,,yes,1,-1
": when life starts giving you lemons sometimes it's good to throw them back, other times it's better to pick them up and walk away (and make cake)",39b2af957c2488970cb89c161b6bf94e,2,2,,NA,,yes,3,-1
Did anyone else read Catcher In The Rye with the voice of Woody Allen narrating? ...Morgan Freeman would be so much better.,30a277c368cd776e50dab73b9b16fc88,2,2,,NA,,no,2,-1
"Checkin'-out the museum from /Night in the Museum/"". Lookin'-forward to some living wax sculptures. :)""",30723e9e5ecfe6d20e5e67d1163e3965,2,2,,NA,,yes,1,-1
"is going to school tomorrow, regardless of the fact that can only sit for about mins at time. Well, there's worse things, suppose.",30723e9e5ecfe6d20e5e67d1163e3965,2,2,,NA,,yes,1,-3
"Like, half the school is going LARPing this weekend -- even more incentive to get this chainmail fixed.",30723e9e5ecfe6d20e5e67d1163e3965,2,2,,NA,,no,1,-1
"Augh, I've already been up for more than an hour and half... and I'm STILL tired. Funny how that only happens on school days, hm? >>;",2fba0f9dccc84f3516d8b553426af527,1,2,,2,,yes,2,-2
"Auuuugh! Illustrating is much harder job than thought it'd be. love it with the full capacity of my heart, but it's really stressful trying to juggle that and school. (-sob-) wish could draw fatser and wasn't such perfectionist. ...but my best friend is counting on me and want to do good job for him! will persevere! ;______;",2fba0f9dccc84f3516d8b553426af527,1,2,,3,,yes,4,-4
"Facebook is being mean and won't let me attach song to my posts. ;____; Anyway, heard Chasing Cars today and thought of youuuu (you know who you are)~ Please feel better soon, ok? Suki yo!~ c:",2fba0f9dccc84f3516d8b553426af527,1,2,,1,,yes,2,-1
"I decided to sneak around Kernodle Lake today, which apparently belongs to IHOP now. felt like was infiltrating base. flung myself out of sight before Jeep drove by, and then later dove into the trees when heard voice from across the lake. literally froze in fear when saw the second Jeep, then snapped to my senses and dropped flat on my stomach behind bush. think they're all up to something.",2fba0f9dccc84f3516d8b553426af527,1,2,,2,,yes,2,-4
"I wil sadlly be missing Re-Kon this Saturday. Have fun anyway, guys. Don't overheat in your costumes, expect everyone alive when get back home. Now I'm off to make list and pack~",2fba0f9dccc84f3516d8b553426af527,1,2,,1,,yes,2,-2
"Sometimes wish my life was katamari. could roll up everything that makes me happy, and make one big beautiful star. c:",2fba0f9dccc84f3516d8b553426af527,1,2,,1,,yes,3,-1
"Sorry I'm never on. I've been busy like you wouldn't believe. D: I've always hated Facebook, and nobody really talks to me anyway. So guess it kinda works out for everyone, hm~? c:",2fba0f9dccc84f3516d8b553426af527,1,2,,2,,yes,2,-4
"We may only have tonight, but till the morning sun you're mine, all mine. Play the music low and sway to the rhythm of love. When the moon is low we can dance in slow motion and all your tears will subside. All your tears will dry.",2fba0f9dccc84f3516d8b553426af527,1,2,,2,,mixed,3,-4
Word to the wise: Kisses are big no-no in my book. Attempting to do so will reward you with broken jaw. Good luck eating after that. c:,2fba0f9dccc84f3516d8b553426af527,1,2,,2,,yes,3,-3
"A week without Facebook really isn't such bad thing. It's not so bad not having to worry about what everyone is doing all the time. Anyway, camped at Padre Island yesterday. think sand has become part of my DNA...",2fba0f9dccc84f3516d8b553426af527,2,2,,NA,,yes,1,-4
"Good gracious, it's nice to have internet back and type on real keyboard. It's been long week. I'm sure it'll take me little while to catch up with everything, but must compose myself first.",2fba0f9dccc84f3516d8b553426af527,2,2,,NA,,no,3,-1
"Iggy and Ludwig are down. Next up is Lemmy, then I'll be done with my first page~ Three more pages of characters left to go.",2fba0f9dccc84f3516d8b553426af527,2,2,,NA,,no,1,-1
This gives to Fawful the sadness like delectable turkey sandwich that is missing the delightful mayo of tastiness.,2fba0f9dccc84f3516d8b553426af527,2,2,,NA,,yes,3,-4
i fell and hurt my knee and just found out it is sprain and bruised and have to wear brace for weeks and no physical activity.!!!!:(:(,2dca898dfbdae6716a587adbfd99c542,1,2,,4,,yes,1,-4
My sister had one of her tempertantrums again and now she's grounded fir the rest of the month over something so stupid,2dca898dfbdae6716a587adbfd99c542,1,2,,3,,yes,1,-3
Not able to keep my cat Nikita so if your interested please message me or contact me at or casscass @yahoo.com,2dca898dfbdae6716a587adbfd99c542,2,2,,NA,,no,3,-1
"Yes finally last day of school !!!! And passed all my finals!?! : I'm not here ,fish our of water, all day , PUMP , Lighthouse shined the light bright",2dca898dfbdae6716a587adbfd99c542,2,2,,NA,,no,2,-1
Wow. had contact with the sex offender at large in Eugene today! Just saw it on the news. creeper talked to me on the bike path and hovered around for awhile. Then joked with my sister about him looking like the suspect. He was found by police about quarter mile away hours after saw him!! GAH thought there was no way it was him. Theres reason why don't like strolling in town..,2af06a0d2c453ef4340280ae57348351,1,2,,2,,no,3,-3
*NOAA Issue Date: // // : AM ...Winter Storm Watch upgraded to Winter Storm Warning...in effect from Pm this afternoon to Pm Pdt Monday above feet for the south Washington and north and central Oregon Cascades... Helllll ya!,2af06a0d2c453ef4340280ae57348351,2,2,,NA,,no,1,-4
"Cant wait for the Reeble Jar Halloween concert on saturday night. Nicole Andresen-Douglas , Kayla Troutman and Sabrina Clark better come with me!! Or else will have my insect army lay eggs in their ears. :)",2af06a0d2c453ef4340280ae57348351,2,2,,NA,,yes,3,-1
Why do stay up so late watching documentaries? (I watched super awesome one tonight on assisted suicide),2af06a0d2c453ef4340280ae57348351,2,2,,NA,,yes,5,-4
-.-/ Jay's friends are dorks... But that's what make them seem like they act cute. don't know about you Jenn,2a9b90b41e9399bb331fef2582f657c3,1,2,,1,,no,2,-3
"Dammit, Justine Pabillare. Making me look for that picture thing JUST for the date. Now all this memory crap is all over my once clean room. xD",2a9b90b41e9399bb331fef2582f657c3,1,2,,2,,yes,1,-3
"I feel so bad now... But what other choice do we have...? Any of you guys still up for it, or should we just stick to our old plans? TT.TT",2a9b90b41e9399bb331fef2582f657c3,1,2,,3,,yes,1,-2
"What the fu....? Apparently, plagiarized my Isearch from fanfiction.net... That does NOT make any sense... hate how turnitin.com accuses you of plagiarism from sources you have never seen before... o__________e",2a9b90b41e9399bb331fef2582f657c3,1,2,,4,,yes,2,-4
"*FACEDESKFACEDESKFACEDESK* Jenn Eunjung Choi AND Joy Seohyun Jeon, YOU GUYS HAVE DIRTY MINDS. GO SEX TALK ON EACH OTHERS' WALLS.",2a9b90b41e9399bb331fef2582f657c3,2,2,,NA,,yes,1,-2
I'm getting tired of long hair. want to cut it so it doesn't bother me when run for whatever. Should cut it like that stunt devil girl from Secret Garden?,2a9b90b41e9399bb331fef2582f657c3,2,2,,NA,,yes,2,-2
Is it unhealthy to eat potato chips and cookies all at the same time while watching the Food Network?,2a9b90b41e9399bb331fef2582f657c3,2,2,,NA,,no,1,-2
Is wondering if should go to Science Olympiad tomorrow... didn't sign up for any of the competitions though... Eh... I'll actually do something next year. No club for me. :),2a9b90b41e9399bb331fef2582f657c3,2,2,,NA,,no,2,-1
"Jordan Garcia, you would have died of thirst and hunger if wasn't nice enough to buy you something to eat and drink.",2a9b90b41e9399bb331fef2582f657c3,2,2,,NA,,yes,3,-2
"Still remember about the // incident ? Well, try this. Open up Microsoft words. Type in NY. (Q NY is the flight that crashed into the twin tower.) Highlight it and change your font size to . Then change your font to Wingdings. You'll be surprised ;)",2a9b90b41e9399bb331fef2582f657c3,2,2,,NA,,yes,1,-1
Today is Friday-Doing nothing. Tomorrow is Saturday-Art. Beach trip postponed. D: Sunday-Do nothing... think. Monday-Prospective Officer meeting... AT AM//realize we have other homework. Tuesday-SCHOOL. oTT.TTo,2a9b90b41e9399bb331fef2582f657c3,2,2,,NA,,no,1,-2
"***warning*** the national weather service has issued falling bird warning for chicago this sunday from until the end of the th qtr. Falling seahawks could be heavy at times especially around the soilder field area. Heavy accumulation likely!! **repost this all over bears nation, we are everywhere!!!**",29cda473b52e1c75fbfe958ed3aec565,1,2,,3,,yes,2,-1
"Come to the conclusion I'm having relapse :( Taking on too much, getting too far ahead of myself. Time to get back to basics and one day at time. Send happy thoughts.",29cda473b52e1c75fbfe958ed3aec565,1,2,,3,,yes,2,-3
Happy to be bringing the day to an end- nothing like putting in full days work (and then some) and feeling like you accomplished nothing :(,29cda473b52e1c75fbfe958ed3aec565,1,2,,2,,no,2,-2
"How is it always that on Ben's days off end up running around all day?! Not at all saying he should do them, sometimes just wish we had more time together :(",29cda473b52e1c75fbfe958ed3aec565,1,2,,3,,yes,2,-1
"Is sorry for the loss of talented little boy and young man, however believe he really died over years ago. I've tried- just can't bring myself to mourn pedophile. Big hugs to all you who can look past that and hope you feel better in time.",29cda473b52e1c75fbfe958ed3aec565,1,2,,3,,yes,3,-3
Trying to figure out how to keep toddler and cruiser occupied while do the parent stuff at the health clinic- shots today! uuuuggghhh.........,29cda473b52e1c75fbfe958ed3aec565,1,2,,2,,yes,2,-4
"/Making the decision to have child is momentous. It is to decide forever to have your heart go walking around outside your body./"" ~Elizabeth Stone""",29cda473b52e1c75fbfe958ed3aec565,2,2,,NA,,yes,3,-1
"Am thinking that since don't feel like throwing three different clothing swap parties to accommodate the different styles, ages and sizes of my variety of friends, and it would be too chaotic to do one big one, that maybe I'll do an accessory swap party",29cda473b52e1c75fbfe958ed3aec565,2,2,,NA,,yes,2,-2
Erin turns on Friday! Party is Saturday afternoon- hope to see some of you there! If you haven't rsvp'ed please do so we know how much food to get. ~ days till PALS!,29cda473b52e1c75fbfe958ed3aec565,2,2,,NA,,no,4,-1
"Everyone healthy (for the most part), most adults not working all weekend, nowhere to go- hoping to get some Christmas goodies done this weekend!! :D",29cda473b52e1c75fbfe958ed3aec565,2,2,,NA,,no,2,-5
Hopefully will remember // as the day became employed again- have an interview at Sears this evening. Wish me luck!,29cda473b52e1c75fbfe958ed3aec565,2,2,,NA,,yes,3,-1
"I hate this weather but love these holidays! Great potluck at work, two more meals over the next two days. am thankful for an awesome career opportunity, great co-workers past and present, great teachers for my kids, love and patience from my hubby and all the good memories have with my loved ones! *big hug* Happy Thanksgiving, everyone! LET THE CHRISTMAS FUN BEGIN!!!!!",29cda473b52e1c75fbfe958ed3aec565,2,2,,NA,,yes,5,-5
If anybody has boxes or old newspapers they could donate to help us pack we would appreciate it. We also will need as many as possible for the big move Saturday! We (meaning Ben and I) will help with gas and food! :),29cda473b52e1c75fbfe958ed3aec565,2,2,,NA,,yes,2,-1
It takes seconds for food to pass from mouth to stomach. human hair can hold kg. The length of the penis is three times the length of the thumb. The femur is as hard as concrete. woman's heart beats faster than man's. Women blink twice as much as men. We use muscles just to keep our balance when we stand. The woman has read this entire text. The man is still looking at his thumb,29cda473b52e1c75fbfe958ed3aec565,2,2,,NA,,yes,1,-1
Michael starts in the Bright Beginnings class on Monday! Sad to be pulling him from great daycare but confident this will help him get his speech delay caught up. Wish us luck! days till Chicago!!,29cda473b52e1c75fbfe958ed3aec565,2,2,,NA,,no,3,-4
"Off work, no appointments- only to-dos are laundry and maybe light grocery shopping later. These days are rare and to be enjoyed. :D",29cda473b52e1c75fbfe958ed3aec565,2,2,,NA,,yes,3,-1
"Thank you to my in-laws for taking the kids out with them so we could enjoy our dinner, which was delicious by the way ;) Hope everyone had good V-Day ;)",29cda473b52e1c75fbfe958ed3aec565,2,2,,NA,,yes,3,-1
We turn up the AC unit and all the fans and the power starts flickering. God forbid we try to be comfortable!! :*(,29cda473b52e1c75fbfe958ed3aec565,2,2,,NA,,no,3,-2
Why does facebook think it has to tell me they lost my quiz results? :// If really care I'll just take it again! Stay out of my notifications!!,29cda473b52e1c75fbfe958ed3aec565,2,2,,3,,yes,4,-1
Contemplating the merits of going to bed...hard to choose between bed and you. like smiling like this.,276d9dae51d0748f843b3525458ef54e,2,2,,NA,,no,3,-1
"I love my family so much. don't see them often enough or tell them often enough, but really would lose my mind without them. < love you all!",276d9dae51d0748f843b3525458ef54e,2,2,,NA,,no,4,-1
"I need the darkness, the sweetness, the sadness, the weakness. Oh, i need this. need lullaby, kiss goodnight, angel sweet love of my life. Oh, i need this",276d9dae51d0748f843b3525458ef54e,2,2,,NA,,no,3,-4
"It is said that the gods play games with the lives of men. But what games, and why, and the identities of the actual pawns, and what the game is, and what the rules are-who knows? Best not to speculate. Thunder rolled. . . . It rolled six.",276d9dae51d0748f843b3525458ef54e,2,2,,NA,,yes,2,-1
Laugh when you can..?. Apologize when you should..?. And let go of what you can't change..?. Love deeply & forgive quickly..?. Take chances & give your everything..?. Life is too short to be anything but happy..?. You have to take the good with the bad...? Love what you have..?. Always remember what you had..?. Forgive & forget.?..and always remember that life goes on..?. Post if you agree? Life can be short?,276d9dae51d0748f843b3525458ef54e,2,2,,NA,,yes,3,-2
"Life and death appeared to me ideal bounds, which should first break through, and pour torrent of light into our dark world. Mary Wollstonecraft Shelley",276d9dae51d0748f843b3525458ef54e,2,2,,NA,,yes,1,-3
My new cell number is in my info. The old one won't charge so can't get your numbers off of it =// Text me with your name so can add you!,276d9dae51d0748f843b3525458ef54e,2,2,,NA,,yes,2,-1
"Working again...off at some point tomorrow morning after we take all the cars to the shop. Fun times! Still feeling decently, veggies are my friends. Thank GOD for baby carrots and nummy green things like broccoli! (Stop gagging, B! :P)",276d9dae51d0748f843b3525458ef54e,2,2,,NA,,no,3,-1
"You're starting family. Here are the rules: Go to your profile and look at your friends on the left side, place them in order. Husband//Wife: Amanda Bell Daughter: Joe Branham Son: Manda Chenault The baby: Allen Demary The nanny: Marshall Rowe The neighbors mom: Hayley Guay Neighbors dad: Nick Dafler Neighbors kid: Kelly Chestnut Hobo in backyard: Silas Evan Harlow Witch with the apples: Madison Patricia Thacker",276d9dae51d0748f843b3525458ef54e,2,2,,NA,,yes,2,-1
"At the point of going to bed last night realised my arms felt odd, faced with waiting and seeing what happened or taking meds - decided on medication route hour later intense pain, badly fitting alien arm syndrome. mg Ibuprofen mg diazapm, mg tramadol = hour sleep and the rest of the night in too much pain to sleep... luckily I'd had hours sleeping in my new chair after college.",2549774d68d7ccbcba069afb45c7e237,1,2,,3,,yes,3,-4
Has written twoo weeks worth of journals I'll have to spell check and print them tomorrow as my brain is now well and truely cooked,2549774d68d7ccbcba069afb45c7e237,1,2,,2,,yes,1,-1
Is off to bed and hoping that on waking his ankle doesn't hurt too much after falling doing DIY - especially as he's got tramadol and gabapentin in his system reducing pain and it'll wear off overnight,2549774d68d7ccbcba069afb45c7e237,1,2,,2,,yes,2,-4
"Looking through photos to make an album (using an old German book), have two photos of my half sister as child, as result of my mothers negative feelings about my father being pushed onto us without the ability to work through them. I've missed the opportunity to have younger sister growing up - it makes me maudlin",2549774d68d7ccbcba069afb45c7e237,1,2,,2,,yes,1,-2
NO water in the taps how Am to make the tea need to get through the next minutes let alone the rest of the day!,2549774d68d7ccbcba069afb45c7e237,1,2,,4,,yes,2,-1
?? of vouchers for churchills and the promiss that the package in the post office is footed bunny PJ's,2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,no,2,-1
after getting shopping and fixing draft exculders have about minutes to myslef before going to pick up the boys...,2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,yes,1,-1
after saying he'd never had red mold on cheese found his blue cheese had developed nice red section at the front,2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,no,3,-1
decided to remove craft bombing from cafe junior due to their unappreciativeness and relocate it to nice fence instead,2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,yes,3,-2
"Dim TV well soon had to give days notice, but Virgin dropped the charges for all my other services too, as long as stay with them for months.",2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,no,1,-2
Has created star (well smally smalls thinks we did and that is more imporftant probably than convincing scientist) and thats on top of loverly Imbolc meal with unexpected but much appreciated guests,2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,yes,4,-1
"Has returned home from the xmas craft fair and can safely say, evening craft fairs with open mic night are none too sucessful mix",2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,yes,2,-1
"If you get notification that says friend reported you to FB for being offensive or in violation of terms of service - it's hoax - don't click the link, it's virus apparently!",2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,no,2,-4
Is officially allegic to Christmas - developing lovely chemical burn type reaction from being spiked by tree,2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,yes,2,-2
Is thinking of timing making coffee so that its ready for when his friend drops off children so she has something to keep her going before she heads out into the snow again to get the train,2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,no,2,-1
is wondering if he will need to get Indigo ticket on the train this morning does anyone know if you pay for headless children?,2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,yes,1,-1
Is wondering in large explosion surely hiding in the lead lined coffin = molten lead based death? Which would mean no Sarah Jane and Jo Grant and have lead to very short series,2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,yes,1,-3
"Is wondering where he can get some green fabric to make cthuhlu suit from the tank suit he was given, and yes he is aware turning oneself into plushie outergod is wrong wrong wrong",2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,yes,1,-2
Is wondering why the nice people who ring you up from micrsoft to tell you you have virus called their company tidels after my mothers cat?,2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,yes,3,-1
Ok last few days my phone has been lying to me about sending out texts... was wondering why it hadn't over heated for while!,2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,yes,2,-4
"penguin suit made, for world book day now to find some yellow or orange trousers to be legs and we're cooking with gas",2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,yes,1,-1
Smally smalls is starting to shake with computer withdrawal best let him get back to it before he foams at the mouth!,2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,yes,3,-2
"suspects he may well have the best wedding dress, but needs to crack few ribs in order to fit it properly, or make pannel for the back",2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,yes,2,-1
The present is the only time that any of us have to be alive - to know anything - to percieve - to learn - to act - to change - to heal (Jon Kabat-Zinn),2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,yes,1,-1
"Time with really important friends, Alice in Wonderland, posh pizza, sleepover, extra time with boys, this week is cooking on gas",2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,yes,2,-1
"today has gone quite well indeed, income tax refund, sucessful ikea trip, christmas tree aquired, necter points in ...",2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,no,1,-2
"washing machine has done two washes without having to manually select the spin cycle and stop it washing, is my new phoenix obsession transferring to the white good",2549774d68d7ccbcba069afb45c7e237,2,2,,NA,,no,3,-3
I'm just trying to understand you.. :( but it seems like i'm not capable to...but still love you mom.,23cbbe03a89344129e1a6d8419a66d23,1,2,,2,,no,3,-2
omgeez......sooo tired....it was like everyone and their grandma wanted coffee this morning O.O.........but heyhehy i made moneyyyyyyy!!!!!!!!!,23cbbe03a89344129e1a6d8419a66d23,1,2,,1,,no,3,-2
"Golf breaks are good thing, then returning to get into the swing of things is even better!!!! ? my golf game :) SN: GOOO GATORS!!!!",23cbbe03a89344129e1a6d8419a66d23,2,2,,NA,,no,4,-1
I'm swearing in today at the Macdill Air Force Base in Tampa at ! I'll let you know my ship off date later this evening :) if there is anything going right in my life its certainly my future........,23cbbe03a89344129e1a6d8419a66d23,2,2,,NA,,yes,2,-3
"I've made an observation that ends in question, We are all puzzle peices to the future generation of humanity, if we threw away the box to begin with, will we in the end fail to see the picture?",23cbbe03a89344129e1a6d8419a66d23,2,2,,NA,,no,1,-3
"Just got home from MEPS!!!! passed my physical and am qualified for military service :) Now im going to walk the lake with Leighanne, and she's bringing Dana!",23cbbe03a89344129e1a6d8419a66d23,2,2,,NA,,yes,3,-1
Yet again am fascinated by the many cliche likes on these like pages...SOOO addicting....O.o CAN'T....O.o STOP.....O.o LIKING!!!!! GAHHHHHH!!!!!....help O__O,23cbbe03a89344129e1a6d8419a66d23,2,2,,NA,,no,4,-2
"I could get back at you for what you did, but you'd probably hate me even more. So I'm going to let the choices you made bite you in the arse, saves me wasting my time...",216924ec52555944d3d64c52390b359f,1,1,,4,mind-reading,yes,2,-4
"Why is it so hard to find someone who cares about you? When it's easy enough to find someone who looks down on you. Why is it so hard to find someone who can keep it together, when you've come undone?",216924ec52555944d3d64c52390b359f,1,1,,3,overgeneralization/negative filter,no,2,-2
"You should have known the price of evil, And it hurts to know that you belong here, yeah. No one to call, everybody to fear, Your tragic fate is looking so clear, yeah. Oooooh, it's your fuckin' nightmare - x",216924ec52555944d3d64c52390b359f,1,1,y,4,"catastrophizing, all-or-nothing",yes,2,-5
Doesn't see why everyone is so butthurt over petty useless drivel? Should probably act your age instead of ranting around like year old..,216924ec52555944d3d64c52390b359f,1,2,,3,,yes,2,-3
"Feels like sticking your head in blender whilst adding lemon juice and salt.. hope it hurts, because I'm tired of your shit...",216924ec52555944d3d64c52390b359f,1,2,,4,,yes,3,-3
"It so hard for me to let go of you, But I'm coming back, I'm coming back. And you are the reason that I've been waiting for...",216924ec52555944d3d64c52390b359f,1,2,,2,,yes,1,-1
"Shh quiet, you might piss somebody off, Like me motherfucker, you've been at it for too long, While you feed off others' insecurity, You stand in front of me and bite the hand that feeds - x",216924ec52555944d3d64c52390b359f,1,2,,3,,yes,2,-4
There's hole in my gums at the back of my mouth and can taste blood :// Why do wisdom teeth have to hurt ><,216924ec52555944d3d64c52390b359f,1,2,,3,,yes,1,-3
"Apparently if you're gamer and you play games for atleast + hours week, you have problem and need to seek professional help... Silly News programs hahahah",216924ec52555944d3d64c52390b359f,2,2,,NA,,yes,2,-2
"Hayden: bet you can't get into my laptop.. My password's characters long Me: Mmk, gimme sec (types password) ********************* Hayden: How'd you do that? Me: What can say, I'm talented. LOL",216924ec52555944d3d64c52390b359f,2,2,,NA,,yes,2,-1
"Next door's rabbit just got in our yard.. Lucky got out there, otherwise he would've been lunch for my dog... lol",216924ec52555944d3d64c52390b359f,2,2,,NA,,yes,2,-1
"The Girl Who Played with Fire, not bad movie.. Quite full on though, like the previous movie /The Girl with the Dragon Tattoo/""..""",216924ec52555944d3d64c52390b359f,2,2,,NA,,yes,2,-1
"Two tropical lows have been located, one near Birdsville QLD and the other km from Lockhart River QLD.. Looks like they're in for hell of year..",216924ec52555944d3d64c52390b359f,2,2,,NA,,yes,2,-2
You are about to install Star Wars: The Force Unleashed Disc Space Required: Estimated Download Time: hours minutes at KB//s This shit is going to take forever...,216924ec52555944d3d64c52390b359f,2,2,,NA,,yes,1,-3
I never did get to karaoke. My voice is still hoarse and am so tired!!! Pretty good Derby except for some unfortunate STUPIDNESS that some friends got involved with!,1eda9e4cbb9ff9c9d6b0f7c55d750eb7,1,2,,3,,yes,4,-3
"We got new puppy /Baxter/""! He is so cute. He looks like he could be Wendy's baby but he is her half baby brother!""",1eda9e4cbb9ff9c9d6b0f7c55d750eb7,2,2,,NA,,yes,3,-1
cannot turn her head to the right. Is wondering if she can ride her bike without looking too much to the right.,1e84bfe1c9bbd549913aad1bc57c8878,1,2,,1,,yes,1,-1
"kinda wants to follow the lyrics of one Annie Lennox: let the rain fall down, let the wind blow through me.",1e84bfe1c9bbd549913aad1bc57c8878,2,2,,NA,,no,1,-1
Y'know the bus driver hates you when he gives you the change from ?? in ps even when there's fiver in clear sight that he could give you.,1c1a61d11a10f9fa967f250095792db3,1,2,,3,,yes,1,-4
"Haha, adding /in bed/"" at the end of fortune in fortune cookie worked // for me so far :o The best one being: You will be successful in whatever you do""",1ba6f24e9343b1bddb1516e3c09a572f,2,2,,NA,,no,3,-1
Portugal - Germany in FIFA Finals!!! Changed mostly cuz of Brazil//Spain failing their first match...... and that actually have complete bracket filled out now,1ba6f24e9343b1bddb1516e3c09a572f,2,2,,NA,,yes,2,-3
is at Uni skipping her bookbinding class and doing work. Not exactly comfortable or happy in that class. :s,1b92f9f45ecf187571242e6183aed8b1,2,2,,NA,,yes,2,-2
"Loves the epic status commenting : Beth, Kate and me seem to do. If we can get comments for one status. I'll be happy man :')",1b92f9f45ecf187571242e6183aed8b1,2,2,,NA,,yes,2,-1
Rainy season here... Luv rainy season... drizzle part not blow away everything will flooded part... Nkakarelax ang tunog ng ulan.,1b46b323430f9d5a037d2e380b1dde48,2,2,,NA,,no,2,-1
such nostalgic feeling seeing myself all throughout my pics.... its funny thinking that the world is changing or is it me.... walking through memory lane is really something ay hehe,1b46b323430f9d5a037d2e380b1dde48,2,2,,NA,,yes,2,-1
I'm seriously considering being luddite technological time just unfolded and released messages that had been sent earlier,1a32585eabfae9612f70513dedbf9e27,2,2,,NA,,yes,1,-1
"Love is like racing across the frozen tundra on snowmobile which flips over, trapping you underneath. At night, the ice-weasels come. Tom Robbins, Half Asleep In Frog Pajamas ( ), p. . In the book, it is beat poem written by the main character's mother.",1a32585eabfae9612f70513dedbf9e27,2,2,,NA,,yes,1,-1
I am sore! Worked it out today. I'm tryna give these bitches another reason to hate me. One love fam!,19f41b6facd7a78c3ceef4fec559cda7,1,2,,2,,yes,4,-4
"oh man..you all know what im gonna say...butt load of home work...up early for school, yada yada blah blah!",19f41b6facd7a78c3ceef4fec559cda7,1,2,,3,,no,1,-3
"; was being fooled, thanks. All this while, didn't even know who you actually were. But finally know now. You don't know love, so don't claim you do. It sickens the rest of us, pathetic really.",193165601dfad67e79ef52b2caf9fd9e,1,1,,4,mind-reading,yes,3,-4
"; Its not simple hearing but not so soon. might've fallen for that when was fourteen, and little more green. But its amazing what couple of years could mean.",193165601dfad67e79ef52b2caf9fd9e,2,2,,NA,,no,3,-1
"; letting go of the things we once love is not sign of weakness or that you are giving up, its to show that we understand things are just not meant to be.",193165601dfad67e79ef52b2caf9fd9e,2,2,,NA,,yes,3,-2
"dearest beloved sister of mine, Dayang Hidayah, happy nd love. may be blessed wif evrytng beautiful in lyf. ? akak! (:",193165601dfad67e79ef52b2caf9fd9e,2,2,,NA,,no,3,-1
Old Woman: know stories. Kid: hate stories. Old Woman know stories about boy who hates stories Epic :D,18777be6f07a938f5e4525eeb77dfdb2,2,2,,NA,,no,2,-4
"ATTENTION!!! bet all of you, that cannot get comments on this status!!! But if do, then I'll do whatever the one in comment number says!",184dd29150c526cc5762a7289113ce56,2,2,,NA,,no,2,-1
I made Tyler cry the other day. cant seem to look at myself the same anymore. hate who i am. -pOOfkAt,17938acf2d8d382eac91a3072bcae8b5,1,1,,4,personalizing,yes,1,-4
Some good sure did come from all this bad. have much better understanding of some things now. -pOOfkAt,17938acf2d8d382eac91a3072bcae8b5,2,2,,NA,,yes,2,-2
